,id,abstract,keywords
24,SCOPUS_ID:85092371601,"Background: Medical knowledge is accumulated in scientific research papers along time. In order to exploit this knowledge by automated systems, there is a growing interest in developing text mining methodologies to extract, structure, and analyze in the shortest time possible the knowledge encoded in the large volume of medical literature. In this paper, we use the Latent Dirichlet Allocation approach to analyze the correlation between funding efforts and actually published research results in order to provide the policy makers with a systematic and rigorous tool to assess the efficiency of funding programs in the medical area. Results: We have tested our methodology in the Revista Médica de Chile, years 2012-2015. 50 relevant semantic topics were identified within 643 medical scientific research papers. Relationships between the identified semantic topics were uncovered using visualization methods. We have also been able to analyze the funding patterns of scientific research underlying these publications. We found that only 29% of the publications declare funding sources, and we identified five topic clusters that concentrate 86% of the declared funds. Conclusions: Our methodology allows analyzing and interpreting the current state of medical research at a national level. The funding source analysis may be useful at the policy making level in order to assess the impact of actual funding policies, and to design new policies. © 2020 The Author(s).","Data science,Healthcare management,Latent Dirichlet allocation,Machine learning,Strategy"
25,SCOPUS_ID:85092255038,"The wildland-urban interface (WUI) is the spatial manifestation of human communities coupled with vegetated ecosystems. Spatial delineation of the WUI is important for wildfire policy and management, but is typically defined according to spatial relationships between housing development and wildland vegetation without explicit consideration of fire risk. A fire risk-based definition of WUI can enable a better distribution of management investment so as to maximize social return. We present a novel methodological approach to delineate the WUI based on a fire risk assessment. The approach establishes a geographical framework to model fire risk via machine learning and generate multi-scale, variable-specific spatial thresholds for translating fire probabilities into mapped output. To determine whether fire-based WUI mapping better captures the spatial congruence of houses and wildfires than conventional methods, we compared national and subnational fire-based WUI maps for Chile to WUI maps generated only with housing and vegetation thresholds. The two mapping approaches exhibited broadly similar spatial patterns, the WUI definitions covering almost the same area and containing similar proportions of the housing units in the area under study (17.1% vs. 17.9%), but the fire-based WUI accounted for 13.8% more spatial congruence of fires and people (47.1% vs. 33.2% of ignitions). Substantial regional variability was found in fire risk drivers and the corresponding spatial mapping thresholds, suggesting there are benefits to developing different WUI maps for different scales of application. We conclude that a dynamic, multi-scale, fire-based WUI mapping approach should provide more targeted and effective support for decision making than conventional approaches. © 2020 The Author(s). Published by IOP Publishing Ltd.","artificial intelligence,Chile,fire ignitions,landscape planning,machine learning,rural-urban interface"
26,SCOPUS_ID:85089203708,"The COVID-19 epidemic has spawned an ""infodemic,""with excessive and unfounded information that hinders an appropriate public health response. This perspective describes a selection of COVID-19 fake news that originated in Peru and the government's response to this information. Unlike other countries, Peru was relatively successful in controlling the infodemic possibly because of the implementation of prison sentences for persons who created and shared fake news. We believe that similar actions by other countries in collaboration with social media companies may offer a solution to the infodemic problem. Copyright © 2020 by The American Society of Tropical Medicine and Hygiene.",
27,SCOPUS_ID:85089127351,"In clinical practice and for scientific purposes, cardiologists and primary care physicians perform risk assessment in patients with cardiac diseases or conditions with high risk of developing such. The European Heart Rhythm Association (EHRA), Heart Rhythm Society (HRS), Asia Pacific Heart Rhythm Society (APHRS), and the Latin American Heart Rhythm Society (LAHRS) set down this expert consensus statement task force to summarize the consensus regarding risk assessment in cardiac arrhythmias. Objectives were to raise awareness of using the right risk assessment tool for a given outcome in a given population, and to provide physicians with practical proposals that may lead to rational and evidence-based risk assessment and improvement of patient care in this regard. A large variety of methods are used for risk assessment and choosing the best methods and tools hereof in a given situation is not simple. Even though parameters and test results found associated with increased risk of one outcome (e.g. death) may also be associated with higher risk of other adverse outcomes, specific risk assessment strategies should be used only for the purposes for which they are validated. The work of this task force is summarized in a row of consensus statement tables. © The Author(s) 2020. Published by Oxford University Press on behalf of the European Society of Cardiology.",
28,SCOPUS_ID:85096311570,"Tuberculosis remains an urgent issue on the urban health agenda, especially in low-and middle-income countries. There is a need to develop and implement innovative and effective solutions in the tuberculosis diagnostic process. In this article, We describe the importance of artificial intelligence as a strategy to address tuberculosis control, particularly by providing timely diagnosis. Besides technological factors, the role of socio-technical, cultural and organizational factors is emphasized. The eRx tool involving deep learning algorithms and specifically the use of convolutional neural networks is presented as a case study. eRx is a promising artificial intelligence-based tool for the diagnosis of tuberculosis; which comprises a variety of innovative techniques involving remote X-ray analysis for suspected tuberculosis cases. In-novations based on artificial intelligence tools can optimize the diagnostic process for tuberculosis and other communicable diseases. © 2020, Instituto Nacional de Salud. All rights reserved.","Artificial Intelligence,Diagnosis,Inventions,Peru (source: MeSH NLM),Tuberculosis,Urban Health"
29,SCOPUS_ID:85091140235,"Diabetes is a major cause of blindness, kidney failure, heart attacks, stroke and lower limb amputation according to World Health Organization (WHO). Complications from poor diabetes management lead to the Diabetic Retinopathy (DR) which is a leading cause of acquired blindness in the working-age population worldwide. WHO estimated that DR accounts for ≈ 15-17% of all cases of total blindness in the US and Europe, 7% of all cases in China and Mongolia. In Brazil, according to the Ministry of Health, the disease affects 7.6% of the population. A cost saving intervention includes screening and treatment for retinopathy. Detecting the different lesions related to DR plays an important role towards the stage detection, prediction, and prevention. Our challenge here is to design a deep learning neural network able to fully detect such lesions in digital retinal fundus image to help building robust and scaled solutions to tackle this urgent diabetes scenario. These results show that the Diavision Portable device had a better performance using GLCM, LBP and SVM, presenting 100% for both evaluation metrics considered. Using Messidor dataset were obtained better performance with VGG16 and SVM, archiving 100% for all metrics. In terms of feature extraction time, the GLCM and VGG16 presented acceptable times, respectively, 17.63ms and 37.87ms. © 2020 IEEE.","Color fundus photographs,Computer aided diagnosis,Deep features,Diabetic,Machine learning,Retinopathy"
30,SCOPUS_ID:85085557642,"The relationship between the fires occurrences and diseases is an essential issue for making public health policy and environment protecting strategy. Thanks to the Internet, today, we have a huge amount of health data and fire occurrence reports at our disposal. The challenge, therefore, is how to deal with 4 Vs (volume, variety, velocity and veracity) associated with these data. To overcome this problem, in this paper, we propose a method that combines techniques based on Data Mining and Knowledge Discovery from Databases (KDD) to discover spatial and temporal association between diseases and the fire occurrences. Here, the case study was addressed to Malaria, Leishmaniasis and respiratory diseases in Brazil. Instead of losing a lot of time verifying the consistency of the database, the proposed method uses Decision Tree, a machine learning-based supervised classification, to perform a fast management and extract only relevant and strategic information, with the knowledge of how reliable the database is. Namely, States, Biomes and period of the year (months) with the highest rate of fires could be identified with great success rates and in few seconds. Then, the K-means, an unsupervised learning algorithms that solves the well-known clustering problem, is employed to identify the groups of cities where the fire occurrences is more expressive. Finally, the steps associated with KDD is perfomed to extract useful information from mined data. In that case, Spearman’s rank correlation coefficient, a nonparametric measure of rank correlation, is computed to infer the statistical dependence between fire occurrences and those diseases. Moreover, maps are also generated to represent the distribution of the mined data. From the results, it was possible to identify that each region showed a susceptible behaviour to some disease as well as some degree of correlation with fire outbreak, mainly in the drought period. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Big data,Data Mining,Fire,Health,Knowledge Discovery from Databases,Machine learning"
31,SCOPUS_ID:85100493718,"In recent years, medical students from Brazil have obtained poor performance in the CREMESP (Regional Medical Council of Saõ Paulo State) exam. Although the most recent assessment shows improvements, they still perform poorly in specialties such as clinical cases, diabetes, and myocardial infarction. In this context, several strategies emerge to improve the teaching and learning of medical students, one of which is serious games. However, there is a problem with trying to train medical students in clinical cases through a game because there are so many diseases, and processing a database containing those diseases is laborious. This paper describes an intelligent module of a serious game for training medical students. This module has a website for data dissemination, management and expansion. The information is made available for serious game through a web service. We used databases of a clinical case, heart disease and diabetes. These databases are rated by the machine learning ensemble classifiers. The smart module was validated by F-measure using percentage division and cross-validation. With the results found, it was provision that the intelligent module can manage the of serious game data, because it has a whole structure for this purpose. © 2020 ACM.","clinical cases,ensemble classifiers,game,machine learning"
32,SCOPUS_ID:85091565274,"Introduction: This study investigated the role of early public research funding regarding the COVID-19 pandemic in Brazil. Methods: We examined the budget for research projects relating to the number of cases and deaths and the relationship between each federal unit, gross domestic product (GDP) per capita, and the national GDP per capita. Results: Using data from the websites of official funding agencies and the Brazilian government, we found that, in the first four months since the first case in Wuhan, China (December 31, 2019), around US$ 38.3 million were directed to public funding for scientific investigations against the COVID-19 pandemic. However, only 11 out of 27 federal units provided funding during the initial stages of the outbreak, and those that did provide financing were not necessarily the units having the most inhabitants, highest GDP, or the greatest number of cases. The areas of research interest were also identified in the funding documents; the most common topic was “diagnosis” and the least common was “equipment for treatment.” Conclusions: Brazilian researchers had access to funding opportunities for projects against COVID-19. However, strategies to minimize the economic impacts of COVID-19 are crucial in mitigating or avoiding substantial financial and social shortcomings, particularly in terms of an emerging market such as Brazil. © 2020, Sociedade Brasileira de Medicina Tropical. All rights reserved.","Economic development,Health policy,Public health systems research,Public policy,Research and development,Research subsidies,SARS-CoV-2"
33,SCOPUS_ID:85090952140,[No abstract available],
34,SCOPUS_ID:85079328556,"Recent years have seen a phenomenal change in healthcare paradigms and data analytics clubbed with computational intelligence has been a key player in this field. One of the main objectives of incorporating computational intelligence in healthcare analytics is to obtain better insights about the patients and proffer more efficient treatment. This work is based on liver transplant patients under the National Liver Transplant Program of Uruguay, considering in detail the health parameters of the patients. Applying computational intelligence helped to separate the cohort into clusters, thereby facilitating the efficient risk-group analysis of the patients assessed under the liver transplantation program with respect to their corresponding health parameters, in a predictive pre-transplant perspective. Also this marks the foundation of Clinical Decision Support Systems in liver transplantation, which act as an assistive tool for the medical personnel in getting a deeper insight to patient health data and thanks to the holistic visualization of the healthcare scenario, also help in choosing a more efficient and personalized treatment strategy. © 2019 IEEE.","data analytics,decision support system,Healthcare,liver transplant,prediction,predictive analytics,risk"
35,SCOPUS_ID:85076583475,"The field of health policy and systems research (HPSR) has grown rapidly in the past decade. Examining recently aggregated data from the Global Symposia on Health Systems Research, a key global fora for HPSR convened by the largest international society - Health Systems Global (HSG) - provides opportunities to enhance existing research on HPSR capacity using novel analytical techniques. This addresses the demand not only to map the field but also to examine potential predictors of acceptance to, and participation at, these global conferences to inform future work and strategies in promoting HPSR. We examined data from the abstracts submitted for two Global Symposia on Health Systems Research in 2016 and 2018 by type of institution, countries, regional groupings and gender. After mapping hotspot areas for HPSR production, we then examined how the corresponding author's characteristics were associated with being accepted to present at the Global Symposia. Our findings showed that submissions for the Global Symposia increased by 12% from 2016 to 2018. Submissions increased across all participant groups, in particular, the for-profit organizations and research/consultancy firms showing the highest increases, at 58% for both. We also found reduced submissions from high-income countries, whereas submissions from low- and middle-income countries (LMICs), Sub-Saharan Africa and Latin America, increased substantially revealing the inclusivity values of Symposium organizers. Submissions increased to a larger extent among women than men. Being a woman, coming from a high-income country and having multiple abstracts submitted were found to be significant predictors for an abstract to be accepted and presented in the Symposia. Findings provide critical baseline information on the extent of interest and engagement in a global forum of various institutions and researchers in HPSR that can be useful for setting future directions of HSG and other similar organizations to support the advancement of HPSR worldwide. © 2019 The Author(s) 2019. Published by Oxford University Press in association with The London School of Hygiene and Tropical Medicine. All rights reserved. For permissions, please e-mail: [email protected]","Agenda setting,community,health inequalities,health policy,health systems research,healthcare organizations,international health policy"
36,SCOPUS_ID:85076611670,"Geographical maps showing the abundance of the Aedes species (A. Aegypti and A. Albopictus) in Latin America plays a crucial role in the fight against the Zika Virus (ZIKV). They aid in the identification of sites that promotes mosquito breeding and transmission of ZIKV. In the case of Brazil, one of the greatest factors that favours rapid mosquito reproduction is the presence of stagnated water in the environment. This could be in the form of non-flowing water filled in tanks, barrels, discarded tires, and many other containers situated in human dwellings. After the ZIKV outbreak from 2015, the environmental agency in Brazil have intensively been engaged with routine surveillance of water bodies present in households and the environment to destroy mosquito breeding hotspots as public health measure to prevent vector-to-human transmission of ZIKV. The objective of this study is to use data from their routine surveillance to showcase how our predictive framework based on Neural Networks and Online Extreme Learning Machine (OELM) can predict for Recife (Brazil) at a health district-level the following: firstly, the spatial distribution of the number of properties with water containers contaminated with the Aedes mosquito larvae responsible for ZIKV; and secondly, the spatial distribution of properties with the Aedes mosquito larvae stratified by type of water container. The ultimate goal for this research is to subsequently implement these models to their real-time surveillance data so as an early warning system is present to identify spatially the mosquito hotspots and provide an early warning. This system will be built to guide policy makers for directing resources for controlling the mosquito populations thereby limiting transmission to humans. © 2019 Association for Computing Machinery.","Classification,Extreme Learning Machines,Fuzzy Logic,Neural Networks,Online Learning,Regression,ZIKA virus (ZIKV)"
37,SCOPUS_ID:85079344900,"Neuromotor function rehabilitation is a process that implies a considerable recovery period, which can be slow, costly, and ineffective. This paper presents an architecture proposal for the development of intelligent robotic exoskeletons to support upper limb rehabilitation, especially in clinical conditions such as hemiparesis, as well as to address the problems described above. A review of the literature is presented, exploring the intelligent systems of control and signal processing in medical robotics, biosignal acquisition and the integration of technologies into this type of exoskeleton. The niches of scientific research are highlighted which allow for the planning of this architecture, such as the design of control strategies focused on the patient's clinical condition, the proper data acquisition and the establishment of methodologies that lead to the adoption of technology in the health area. It is emphasized that this proposal focuses on the use of new engineering methods and tools, where mechanical, electronic and computational systems are involved, providing advantages in areas such as medicine, health sciences and physiotherapy. Also, this proposal has a high social impact, since it allows the development of tools that help in the rehabilitation processes carried out in developing countries such as Colombia. © 2019 IEEE.","Artificial intelligence,Biosignal processing,Data acquisition,Exoskeleton,Rehabilitation,Robotics"
38,SCOPUS_ID:85074071630,"Purpose: To study whether ICU staffing features are associated with improved hospital mortality, ICU length of stay (LOS) and duration of mechanical ventilation (MV) using cluster analysis directed by machine learning. Methods: The following variables were included in the analysis: average bed to nurse, physiotherapist and physician ratios, presence of 24/7 board-certified intensivists and dedicated pharmacists in the ICU, and nurse and physiotherapist autonomy scores. Clusters were defined using the partition around medoids method. We assessed the association between clusters and hospital mortality using logistic regression and with ICU LOS and MV duration using competing risk regression. Results: Analysis included data from 129,680 patients admitted to 93 ICUs (2014–2015). Three clusters were identified. The features distinguishing between the clusters were: the presence of board-certified intensivists in the ICU 24/7 (present in Cluster 3), dedicated pharmacists (present in Clusters 2 and 3) and the extent of nurse autonomy (which increased from Clusters 1 to 3). The patients in Cluster 3 exhibited the best outcomes, with lower adjusted hospital mortality [odds ratio 0.92 (95% confidence interval (CI), 0.87–0.98)], shorter ICU LOS [subhazard ratio (SHR) for patients surviving to ICU discharge 1.24 (95% CI 1.22–1.26)] and shorter durations of MV [SHR for undergoing extubation 1.61(95% CI 1.54–1.69)]. Cluster 1 had the worst outcomes. Conclusion: Patients treated in ICUs combining 24/7 expert intensivist coverage, a dedicated pharmacist and nurses with greater autonomy had the best outcomes. All of these features represent achievable targets that should be considered by policy makers with an interest in promoting equal and optimal ICU care. © 2019, Springer-Verlag GmbH Germany, part of Springer Nature.","Cluster analysis,ICU organization,Intensive care unit,Nurse autonomy,Outcomes,Staffing features"
39,SCOPUS_ID:85068537443,"Background Early detection of Mycobacterium leprae is a key strategy for disrupting the transmission chain of leprosy and preventing the potential onset of physical disabilities. Clinical diagnosis is essential, but some of the presented symptoms may go unnoticed, even by specialists. In areas of greater endemicity, serological and molecular tests have been performed and analyzed separately for the follow-up of household contacts, who are at high risk of developing the disease. The accuracy of these tests is still debated, and it is necessary to make them more reliable, especially for the identification of cases of leprosy between contacts. We proposed an integrated analysis of molecular and serological methods using artificial intelligence by the random forest (RF) algorithm to better diagnose and predict new cases of leprosy. Methods The study was developed in Governador Valadares, Brazil, a hyperendemic region for leprosy. A longitudinal study was performed, including new cases diagnosed in 2011 and their respective household contacts, who were followed in 2011, 2012, and 2016. All contacts were diligently evaluated by clinicians from Reference Center for Endemic Diseases (CRE-DEN-PES) before being classified as asymptomatic. Samples of slit skin smears (SSS) from the earlobe of the patients and household contacts were collected for quantitative polymerase chain reaction (qPCR) of 16S rRNA, and peripheral blood samples were collected for ELISA assays to detect LID-1 and ND-O-LID. Results The statistical analysis of the tests revealed sensitivity for anti-LID-1 (63.2%), anti-ND-O-LID (57.9%), qPCR SSS (36.8%), and smear microscopy (30.2%). However, the use of RF allowed for an expressive increase in sensitivity in the diagnosis of multibacillary leprosy (90.5%) and especially paucibacillary leprosy (70.6%). It is important to report that the specificity was 92.5%. Conclusion The proposed model using RF allows for the diagnosis of leprosy with high sensitivity and specificity and the early identification of new cases among household contacts. © 2019 Gama et al.",
40,SCOPUS_ID:85065426332,"A Decision Support System (DSS)is proposed in this paper for improving container stacking operations. This DSS addresses the stacking problem for import containers via a two-step strategy. First, dwell times are predicted for each container using analytics techniques. This prediction is used as an input for a mathematical programming model that minimizes container rehandles heuristically. Numerical examples are presented using data from the Port of Arica in Chile as a case study. The results confirm the virtues of the proposed DSS to effectively support planning decisions at the container yard. Furthermore, results also show good performance of the operations at the yard in terms of rehandles in comparison with the current practices of this port terminal and well-known stacking strategies. © 2019 Elsevier B.V.","Analytics,Container stacking,Dwell time prediction,Model-driven decision support systems,Port logistics"
41,SCOPUS_ID:85068391764,"Fuzzy Cognitive Maps (FCMs) and current developments in Machine Learning have been contributing in capturing human behaviors through data and learning models, which focus on predicting, interpreting or identifying behavioral patterns on systems and their relationships. In recent years seasonal diseases caused by vectors that transport viral pathogens in tropical regions, such as the Aedes Aegypti mosquito, have caused noticeable impacts both on public health and country's economies in Latin America. This work proposes a model for early prognosis based on FCMs for making a risk assessment of potential presence of seasonal virus-related diseases in a specific region of the Ecuadorian coast. The FCM is used as a knowledge representation strategy for the cause-effect relationships; and, learning models for gaining the identification of the underlying cause of symptoms. The model aims to improve the chances of proper prognosis of seasonal diseases, which could impact not only the prescription and correct decisions, but also the actions taken for preventing the spread of seasonal diseases. © 2019 IEEE.","Causal Complex Systems,Dengue Fever,Fuzzy Cognitive Maps,Knowledge Representation,Machine Learning,Tropical Seasonal Diseases"
42,SCOPUS_ID:85029495123,"Respiratory diseases have an increasing prevalence in the large urban concentration of the world, due to the apparently unstoppable increase of air pollution from a diversity of sources. Children are specially a fragile part of the population suffering this conditions. Improved monitoring of critical patients by means of automatized data gathering and processing, i.e. alarm raising, aims to alleviate the risks of critical patients. Pediatric respiratory critical care has not received much attention in the literature, despite children care has specific conditions, such as the strong dependence of some physiological signals on the patient age. We approach the problem as triage prediction problem, formulated as multi-class classification problem, with special care on the age normalization of physiological variables. Data which can be used as classification features is scarce, in the sense that measurements of only a few variables are available, and that much of the qualitative information used by the medical doctors is not available. In this paper, we report the experimental results obtained on a data sample covering patients assisted in a local pediatric hospital during two years. The results conclude that it is possible to successfully predict the triage that the medical doctors will assign the critical patients. Success is mostly dependent on the features selected, specifically it is critical to include the triage in the previous record of the patient. That means that the caregivers follow very conservative decision policies. Besides, we have found that respiratory frequency is more discriminant than blood oxygen saturation. © 2017 Elsevier B.V.","Childdre hostpital care,Machine learning,Neural networks,Triage prediction"
43,SCOPUS_ID:85047244084,"Mosquitoes are vectors of many human diseases. In particular, Aedes ægypti (Linnaeus) is the main vector for Chikungunya, Dengue, and Zika viruses in Latin America and it represents a global threat. Public health policies that aim at combating this vector require dependable and timely information, which is usually expensive to obtain with field campaigns. For this reason, several efforts have been done to use remote sensing due to its reduced cost. The present work includes the temporal modeling of the oviposition activity (measured weekly on 50 ovitraps in a north Argentinean city) of Aedes ægypti (Linnaeus), based on time series of data extracted from operational earth observation satellite images. We use are NDVI, NDWI, LST night, LST day and TRMM-GPM rain from 2012 to 2016 as predictive variables. In contrast to previous works which use linear models, we employ Machine Learning techniques using completely accessible open source toolkits. These models have the advantages of being non-parametric and capable of describing nonlinear relationships between variables. Specifically, in addition to two linear approaches, we assess a support vector machine, an artificial neural networks, a K-nearest neighbors and a decision tree regressor. Considerations are made on parameter tuning and the validation and training approach. The results are compared to linear models used in previous works with similar data sets for generating temporal predictive models. These new tools perform better than linear approaches, in particular nearest neighbor regression (KNNR) performs the best. These results provide better alternatives to be implemented operatively on the Argentine geospatial risk system that is running since 2012. © 2018 Elsevier B.V.","Aedes ægypti (Linnaeus),Dengue population,Machine learning,Remote sensing,Time series"
44,SCOPUS_ID:85055906134,"BACKGROUND: Antimicrobial resistance (AMR) has been a worldwide public health concern. Current widespread AMR pollution has posed a big challenge in accurately disentangling source-sink relationship, which has been further confounded by point and non-point sources, as well as endogenous and exogenous cross-reactivity under complicated environmental conditions. Because of insufficient capability in identifying source-sink relationship within a quantitative framework, traditional antibiotic resistance gene (ARG) signatures-based source-tracking methods would hardly be a practical solution. RESULTS: By combining broad-spectrum ARG profiling with machine-learning classification SourceTracker, here we present a novel way to address the question in the era of high-throughput sequencing. Its potential in extensive application was firstly validated by 656 global-scale samples covering diverse environmental types (e.g., human/animal gut, wastewater, soil, ocean) and broad geographical regions (e.g., China, USA, Europe, Peru). Its potential and limitations in source prediction as well as effect of parameter adjustment were then rigorously evaluated by artificial configurations with representative source proportions. When applying SourceTracker in region-specific analysis, excellent performance was achieved by ARG profiles in two sample types with obvious different source compositions, i.e., influent and effluent of wastewater treatment plant. Two environmental metagenomic datasets of anthropogenic interference gradient further supported its potential in practical application. To complement general-profile-based source tracking in distinguishing continuous gradient pollution, a few generalist and specialist indicator ARGs across ecotypes were identified in this study. CONCLUSION: We demonstrated for the first time that the developed source-tracking platform when coupling with proper experiment design and efficient metagenomic analysis tools will have significant implications for assessing AMR pollution. Following predicted source contribution status, risk ranking of different sources in ARG dissemination will be possible, thereby paving the way for establishing priority in mitigating ARG spread and designing effective control strategies.","Antibiotic resistance gene,Machine learning classification,Metagenomics,Source tracking"
45,SCOPUS_ID:85041384523,"Background and objective: Pulmonary tuberculosis is a world emergency for the World Health Organization. Techniques and new diagnosis tools are important to battle this bacterial infection. There have been many advances in all those fields, but in developing countries such as Colombia, where the resources and infrastructure are limited, new fast and less expensive strategies are increasingly needed. Artificial neural networks are computational intelligence techniques that can be used in this kind of problems and offer additional support in the tuberculosis diagnosis process, providing a tool to medical staff to make decisions about management of subjects under suspicious of tuberculosis. Materials and methods: A database extracted from 105 subjects with precarious information of people under suspect of pulmonary tuberculosis was used in this study. Data extracted from sex, age, diabetes, homeless, AIDS status and a variable with clinical knowledge from the medical personnel were used. Models based on artificial neural networks were used, exploring supervised learning to detect the disease. Unsupervised learning was used to create three risk groups based on available information. Results: Obtained results are comparable with traditional techniques for detection of tuberculosis, showing advantages such as fast and low implementation costs. Sensitivity of 97% and specificity of 71% where achieved. Conclusions: Used techniques allowed to obtain valuable information that can be useful for physicians who treat the disease in decision making processes, especially under limited infrastructure and data. © 2018 Elsevier B.V.","Artificial neural networks (ANN),Diagnosis support systems,Multilayer perceptron (MLP),Public health,Self-Organizing Maps (SOM),Tuberculosis diagnosis"
46,SCOPUS_ID:85057530751,"Background: Identifying successful public health ideas and practices is a difficult challenge towing to the presence of complex baseline characteristics that can affect health outcomes. We propose the use of machine learning algorithms to predict life expectancy at birth, and then compare health-related characteristics of the under- and overachievers (i.e., municipalities that have a worse and better outcome than predicted, respectively). Methods: Our outcome was life expectancy at birth for Brazilian municipalities, and we used as predictors 60 local characteristics that are not directly controlled by public health officials (e.g., socioeconomic factors). Results: The highest predictive performance was achieved by an ensemble of machine learning algorithms (cross-validated mean squared error of 0.168), including a 35% gain in comparison with standard decision trees. Overachievers presented better results regarding primary health care, such as higher coverage of the massive multidisciplinary program Family Health Strategy. On the other hand, underachievers performed more cesarean deliveries and mammographies and had more life-support health equipment. Conclusions: The findings suggest that analyzing the predicted value of a health outcome may bring insights about good public health practices. Copyright © 2018 Wolters Kluwer Health, Inc. All rights reserved.","Brazil,Life expectancy,Machine learning,Prediction"
47,SCOPUS_ID:85039786287,"In a town located in a desert area of Northern Chile, gold and copper open–pit mining is carried out involving explosive processes. These processes are associated with increased dust exposure, which might affect children’s respiratory health. Therefore, we aimed to quantify the causal attributable risk of living close to the mines on asthma or allergic rhinoconjunctivitis risk burden in children. Data on the prevalence of respiratory diseases and potential confounders were available from a cross-sectional survey carried out in 2009 among 288 (response: 69%) children living in the community. The proximity of the children’s home addresses to the local gold and copper mine was calculated using geographical positioning systems. We applied targeted maximum likelihood estimation to obtain the causal attributable risk (CAR) for asthma, rhinoconjunctivitis and both outcomes combined. Children living more than the first quartile away from the mines were used as the unexposed group. Based on the estimated CAR, a hypothetical intervention in which all children lived at least one quartile away from the copper mine would decrease the risk of rhinoconjunctivitis by 4.7 percentage points (CAR: –4.7; 95% confidence interval (95% CI): –8.4; –0.11); and 4.2 percentage points (CAR: –4.2; 95% CI: –7.9;–0.05) for both outcomes combined. Overall, our results suggest that a hypothetical intervention intended to increase the distance between the place of residence of the highest exposed children would reduce the prevalence of respiratory disease in the community by around four percentage points. This approach could help local policymakers in the development of efficient public health strategies. © 2017 by the authors. Licensee MDPI, Basel, Switzerland.","Causal inference,Children,Chile,Environmental public health,Machine learning,Respiratory health,TMLE"
48,SCOPUS_ID:85029576985,"Background and Objective Recent progression towards precision medicine has encouraged the use of electronic health records (EHRs) as a source for large amounts of data, which is required for studying the effect of treatments or risk factors in more specific subpopulations. Phenotyping algorithms allow to automatically classify patients according to their particular electronic phenotype thus facilitating the setup of retrospective cohorts. Our objective is to compare the performance of different classification strategies (only using standardized problems, rule-based algorithms, statistical learning algorithms (six learners) and stacked generalization (five versions)), for the categorization of patients according to their diabetic status (diabetics, not diabetics and inconclusive; Diabetes of any type) using information extracted from EHRs. Methods Patient information was extracted from the EHR at Hospital Italiano de Buenos Aires, Buenos Aires, Argentina. For the derivation and validation datasets, two probabilistic samples of patients from different years (2005: n = 1663; 2015: n = 800) were extracted. The only inclusion criterion was age (≥40 & <80 years). Four researchers manually reviewed all records and classified patients according to their diabetic status (diabetic: diabetes registered as a health problem or fulfilling the ADA criteria; non-diabetic: not fulfilling the ADA criteria and having at least one fasting glycemia below 126 mg/dL; inconclusive: no data regarding their diabetic status or only one abnormal value). The best performing algorithms within each strategy were tested on the validation set. Results The standardized codes algorithm achieved a Kappa coefficient value of 0.59 (95% CI 0.49, 0.59) in the validation set. The Boolean logic algorithm reached 0.82 (95% CI 0.76, 0.88). A slightly higher value was achieved by the Feedforward Neural Network (0.9, 95% CI 0.85, 0.94). The best performing learner was the stacked generalization meta-learner that reached a Kappa coefficient value of 0.95 (95% CI 0.91, 0.98). Conclusions The stacked generalization strategy and the feedforward neural network showed the best classification metrics in the validation set. The implementation of these algorithms enables the exploitation of the data of thousands of patients accurately. © 2017 Elsevier B.V.","Diabetes Mellitus,Electronic health records,Electronic phenotyping algorithms,Stacked generalization"
49,SCOPUS_ID:85026398611,"CONTEXT AND OBJECTIVE: Type 2 diabetes is a chronic disease associated with a wide range of serious health complications that have a major impact on overall health. The aims here were to develop and validate predictive models for detecting undiagnosed diabetes using data from the Longitudinal Study of Adult Health (ELSA-Brasil) and to compare the performance of different machine-learning algorithms in this task. DESIGN AND SETTING: Comparison of machine-learning algorithms to develop predictive models using data from ELSA-Brasil. METHODS: After selecting a subset of 27 candidate variables from the literature, models were built and validated in four sequential steps: (i) parameter tuning with tenfold cross-validation, repeated three times; (ii) automatic variable selection using forward selection, a wrapper strategy with four different machine-learning algorithms and tenfold cross-validation (repeated three times), to evaluate each subset of variables; (iii) error estimation of model parameters with tenfold cross-validation, repeated ten times; and (iv) generalization testing on an independent dataset. The models were created with the following machine-learning algorithms: logistic regression, artificial neural network, naïve Bayes, K-nearest neighbor and random forest. RESULTS: The best models were created using artificial neural networks and logistic regression. These achieved mean areas under the curve of, respectively, 75.24% and 74.98% in the error estimation step and 74.17% and 74.41% in the generalization testing step. CONCLUSION: Most of the predictive models produced similar results, and demonstrated the feasibility of identifying individuals with highest probability of having undiagnosed diabetes, through easily-obtained clinical data. © 2017, Associacao Paulista de Medicina. All rights reserved.","Data mining,Decision support techniques,Diabetes mellitus, type 2,Models, statistical,Supervised machine learning"
