@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,pubmed-id,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:isbn,abstract,keywords
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85089896434', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85089896434?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089896434&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089896434&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0167923620301536'}",https://api.elsevier.com/content/abstract/scopus_id/85089896434,SCOPUS_ID:85089896434,2-s2.0-85089896434,Improving healthcare access management by predicting patient no-show behaviour,Barrera Ferro D.,Decision Support Systems,01679236,,138,,,2020-11-01,November 2020,10.1016/j.dss.2020.113398,S0167923620301536,2,"[{'@_fa': 'true', 'affilname': 'Southampton Business School', 'affiliation-city': 'Southampton', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Pontificia Universidad Javeriana', 'affiliation-city': 'Bogota', 'affiliation-country': 'Colombia'}]",,Journal,ar,Article,113398,21933,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,"Low attendance levels in medical appointments have been associated with poor health outcomes and efficiency problems for service providers. To address this problem, healthcare managers could aim at improving attendance levels or minimizing the operational impact of no-shows by adapting resource allocation policies. However, given the uncertainty of patient behaviour, generating relevant information regarding no-show probabilities could support the decision-making process for both approaches. In this context many researchers have used multiple regression models to identify patient and appointment characteristics than can be used as good predictors for no-show probabilities. This work develops a Decision Support System (DSS) to support the implementation of strategies to encourage attendance, for a preventive care program targeted at underserved communities in Bogotá, Colombia. Our contribution to literature is threefold. Firstly, we assess the effectiveness of different machine learning approaches to improve the accuracy of regression models. In particular, Random Forest and Neural Networks are used to model the problem accounting for non-linearity and variable interactions. Secondly, we propose a novel use of Layer-wise Relevance Propagation in order to improve the explainability of neural network predictions and obtain insights from the modelling step. Thirdly, we identify variables explaining no-show probabilities in a developing context and study its policy implications and potential for improving healthcare access. In addition to quantifying relationships reported in previous studies, we find that income and neighbourhood crime statistics affect no-show probabilities. Our results will support patient prioritization in a pilot behavioural intervention and will inform appointment planning decisions. © 2020 Elsevier B.V.","Analytics,Design science research,Healthcare access,No-show prediction"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092944337', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092944337?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092944337&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092944337&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092944337,SCOPUS_ID:85092944337,2-s2.0-85092944337,Spatial epidemiology of yellow fever: Identification of determinants of the 2016-2018 epidemics and at-risk areas in brazil,de Thoisy B.,PLoS Neglected Tropical Diseases,19352727,19352735.0,14,10,1-22,2020-10-01,October 2020,10.1371/journal.pntd.0008691,,6,"[{'@_fa': 'true', 'affilname': 'Institut Pasteur de la Guyane', 'affiliation-city': 'Cayenne', 'affiliation-country': 'French Guiana'}]",33001982.0,Journal,ar,Article,e0008691,11900154404,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,"Optimise control strategies of infectious diseases, identify factors that favour the circulation of pathogens, and propose risk maps are crucial challenges for global health. Ecological niche modelling, once relying on an adequate framework and environmental descriptors can be a helpful tool for such purposes. Despite the existence of a vaccine, yellow fever (YF) is still a public health issue. Brazil faced massive sylvatic YF outbreaks from the end of 2016 up to mid-2018, but cases in human and non-human primates have been recorded until the beginning of 2020. Here we used both human and monkey confirmed YF cases from two epidemic periods (2016/2017 and 2017/2018) to describe the spatial distribution of the cases and explore how biotic and abiotic factors drive their occurrence. The distribution of YF cases largely overlaps for humans and monkeys, and a contraction of the spatial extent associated with a southward displacement is observed during the second period of the epi-demics. More contributive variables to the spatiotemporal heterogeneity of cases were related to biotic factors (mammal richness), abiotic factors (temperature and precipitation), and some human-related variables (population density, human footprint, and human vaccination coverage). Both projections of the most favourable conditions showed similar trends with a contraction of the more at-risk areas. Once extrapolated at a large scale, the Amazon basin remains at lower risk, although surrounding forest regions and notably the North-West region, would face a higher risk. Spatial projections of infectious diseases often relied on climatic variables only; here for both models, we instead highlighted the importance of consid-ering local biotic conditions, hosts vulnerability, social and epidemiological factors to run the spatial risk analysis correctly: all YF cases occurring later on, in 2019 and 2020, were observed in the predicted at-risk areas. © 2020 de Thoisy et al.",
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092371601', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092371601?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092371601&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092371601&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092371601,SCOPUS_ID:85092371601,2-s2.0-85092371601,Methodologically grounded semantic analysis of large volume of chilean medical literature data applied to the analysis of medical research funding efficiency in Chile,Wolff P.,Journal of Biomedical Semantics,,20411480.0,11,1,,2020-09-29,29 September 2020,10.1186/s13326-020-00226-w,,0,"[{'@_fa': 'true', 'affilname': 'Universidad de Chile', 'affiliation-city': 'Santiago', 'affiliation-country': 'Chile'}]",32993795.0,Journal,ar,Article,12,21100316001,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,"Background: Medical knowledge is accumulated in scientific research papers along time. In order to exploit this knowledge by automated systems, there is a growing interest in developing text mining methodologies to extract, structure, and analyze in the shortest time possible the knowledge encoded in the large volume of medical literature. In this paper, we use the Latent Dirichlet Allocation approach to analyze the correlation between funding efforts and actually published research results in order to provide the policy makers with a systematic and rigorous tool to assess the efficiency of funding programs in the medical area. Results: We have tested our methodology in the Revista Médica de Chile, years 2012-2015. 50 relevant semantic topics were identified within 643 medical scientific research papers. Relationships between the identified semantic topics were uncovered using visualization methods. We have also been able to analyze the funding patterns of scientific research underlying these publications. We found that only 29% of the publications declare funding sources, and we identified five topic clusters that concentrate 86% of the declared funds. Conclusions: Our methodology allows analyzing and interpreting the current state of medical research at a national level. The funding source analysis may be useful at the policy making level in order to assess the impact of actual funding policies, and to design new policies. © 2020 The Author(s).","Data science,Healthcare management,Latent Dirichlet allocation,Machine learning,Strategy"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092255038', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092255038?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092255038&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092255038&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092255038,SCOPUS_ID:85092255038,2-s2.0-85092255038,Evidence-based mapping of the wildland-urban interface to better identify human communities threatened by wildfires,Miranda A.,Environmental Research Letters,17489318,17489326.0,15,9,,2020-09-01,September 2020,10.1088/1748-9326/ab9be5,,4,"[{'@_fa': 'true', 'affilname': 'Universidad de Chile', 'affiliation-city': 'Santiago', 'affiliation-country': 'Chile'}, {'@_fa': 'true', 'affilname': 'Universidad de la Frontera', 'affiliation-city': 'Temuco', 'affiliation-country': 'Chile'}]",,Journal,ar,Article,094069,5200152632,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,"The wildland-urban interface (WUI) is the spatial manifestation of human communities coupled with vegetated ecosystems. Spatial delineation of the WUI is important for wildfire policy and management, but is typically defined according to spatial relationships between housing development and wildland vegetation without explicit consideration of fire risk. A fire risk-based definition of WUI can enable a better distribution of management investment so as to maximize social return. We present a novel methodological approach to delineate the WUI based on a fire risk assessment. The approach establishes a geographical framework to model fire risk via machine learning and generate multi-scale, variable-specific spatial thresholds for translating fire probabilities into mapped output. To determine whether fire-based WUI mapping better captures the spatial congruence of houses and wildfires than conventional methods, we compared national and subnational fire-based WUI maps for Chile to WUI maps generated only with housing and vegetation thresholds. The two mapping approaches exhibited broadly similar spatial patterns, the WUI definitions covering almost the same area and containing similar proportions of the housing units in the area under study (17.1% vs. 17.9%), but the fire-based WUI accounted for 13.8% more spatial congruence of fires and people (47.1% vs. 33.2% of ignitions). Substantial regional variability was found in fire risk drivers and the corresponding spatial mapping thresholds, suggesting there are benefits to developing different WUI maps for different scales of application. We conclude that a dynamic, multi-scale, fire-based WUI mapping approach should provide more targeted and effective support for decision making than conventional approaches. © 2020 The Author(s). Published by IOP Publishing Ltd.","artificial intelligence,Chile,fire ignitions,landscape planning,machine learning,rural-urban interface"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85089203708', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85089203708?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089203708&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089203708&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85089203708,SCOPUS_ID:85089203708,2-s2.0-85089203708,The Peru approach against the COVID-19 infodemic: Insights and strategies,Alvarez-Risco A.,American Journal of Tropical Medicine and Hygiene,00029637,14761645.0,103,2,583-586,2020-08-01,August 2020,10.4269/ajtmh.20-0536,,38,"[{'@_fa': 'true', 'affilname': 'Universidad de Lima', 'affiliation-city': 'Lima', 'affiliation-country': 'Peru'}]",32500853.0,Journal,re,Review,,21787,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,"The COVID-19 epidemic has spawned an ""infodemic,""with excessive and unfounded information that hinders an appropriate public health response. This perspective describes a selection of COVID-19 fake news that originated in Peru and the government's response to this information. Unlike other countries, Peru was relatively successful in controlling the infodemic possibly because of the implementation of prison sentences for persons who created and shared fake news. We believe that similar actions by other countries in collaboration with social media companies may offer a solution to the infodemic problem. Copyright © 2020 by The American Society of Tropical Medicine and Hygiene.",
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85089127351', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85089127351?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089127351&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089127351&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85089127351,SCOPUS_ID:85089127351,2-s2.0-85089127351,"European Heart Rhythm Association (EHRA)/Heart Rhythm Society (HRS)/Asia Pacific Heart Rhythm Society (APHRS)/Latin American Heart Rhythm Society (LAHRS) expert consensus on risk assessment in cardiac arrhythmias: Use the right tool for the right outcome, in the right population",Nielsen J.C.,Europace,10995129,15322092.0,22,8,1147-1148,2020-08-01,1 August 2020,10.1093/europace/euaa065,,26,"[{'@_fa': 'true', 'affilname': 'Aarhus Universitetshospital', 'affiliation-city': 'Aarhus', 'affiliation-country': 'Denmark'}]",32538434.0,Journal,re,Review,,23181,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",,"In clinical practice and for scientific purposes, cardiologists and primary care physicians perform risk assessment in patients with cardiac diseases or conditions with high risk of developing such. The European Heart Rhythm Association (EHRA), Heart Rhythm Society (HRS), Asia Pacific Heart Rhythm Society (APHRS), and the Latin American Heart Rhythm Society (LAHRS) set down this expert consensus statement task force to summarize the consensus regarding risk assessment in cardiac arrhythmias. Objectives were to raise awareness of using the right risk assessment tool for a given outcome in a given population, and to provide physicians with practical proposals that may lead to rational and evidence-based risk assessment and improvement of patient care in this regard. A large variety of methods are used for risk assessment and choosing the best methods and tools hereof in a given situation is not simple. Even though parameters and test results found associated with increased risk of one outcome (e.g. death) may also be associated with higher risk of other adverse outcomes, specific risk assessment strategies should be used only for the purposes for which they are validated. The work of this task force is summarized in a row of consensus statement tables. © The Author(s) 2020. Published by Oxford University Press on behalf of the European Society of Cardiology.",
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85096311570', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85096311570?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096311570&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096311570&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85096311570,SCOPUS_ID:85096311570,2-s2.0-85096311570,Artificial intelligence and innovation to optimize the tuberculosis diagnostic process,Curioso W.H.,Revista Peruana de Medicina Experimental y Salud Publica,17264634,17264642.0,37,3,554-558,2020-07-01,July-September 2020,10.17843/rpmesp.2020.373.5585,,1,"[{'@_fa': 'true', 'affilname': 'Universidad Continental, Huancayo', 'affiliation-city': 'Huancayo', 'affiliation-country': 'Peru'}]",33295561.0,Journal,ar,Article,,19400156818,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,"Tuberculosis remains an urgent issue on the urban health agenda, especially in low-and middle-income countries. There is a need to develop and implement innovative and effective solutions in the tuberculosis diagnostic process. In this article, We describe the importance of artificial intelligence as a strategy to address tuberculosis control, particularly by providing timely diagnosis. Besides technological factors, the role of socio-technical, cultural and organizational factors is emphasized. The eRx tool involving deep learning algorithms and specifically the use of convolutional neural networks is presented as a case study. eRx is a promising artificial intelligence-based tool for the diagnosis of tuberculosis; which comprises a variety of innovative techniques involving remote X-ray analysis for suspected tuberculosis cases. In-novations based on artificial intelligence tools can optimize the diagnostic process for tuberculosis and other communicable diseases. © 2020, Instituto Nacional de Salud. All rights reserved.","Artificial Intelligence,Diagnosis,Inventions,Peru (source: MeSH NLM),Tuberculosis,Urban Health"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85091140235', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85091140235?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091140235&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091140235&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85091140235,SCOPUS_ID:85091140235,2-s2.0-85091140235,A New strategy for the detection of diabetic retinopathy using a smartphone app and machine learning methods embedded on cloud computer,Alves S.S.A.,Proceedings - IEEE Symposium on Computer-Based Medical Systems,10637125,,2020-July,,542-545,2020-07-01,July 2020,10.1109/CBMS49503.2020.00108,,2,"[{'@_fa': 'true', 'affilname': 'Universidade Federal do Ceará', 'affiliation-city': 'Fortaleza', 'affiliation-country': 'Brazil'}]",,Conference Proceeding,cp,Conference Paper,9183361,23681,0,False,,,"[{'@_fa': 'true', '$': '9781728194295'}]","Diabetes is a major cause of blindness, kidney failure, heart attacks, stroke and lower limb amputation according to World Health Organization (WHO). Complications from poor diabetes management lead to the Diabetic Retinopathy (DR) which is a leading cause of acquired blindness in the working-age population worldwide. WHO estimated that DR accounts for ≈ 15-17% of all cases of total blindness in the US and Europe, 7% of all cases in China and Mongolia. In Brazil, according to the Ministry of Health, the disease affects 7.6% of the population. A cost saving intervention includes screening and treatment for retinopathy. Detecting the different lesions related to DR plays an important role towards the stage detection, prediction, and prevention. Our challenge here is to design a deep learning neural network able to fully detect such lesions in digital retinal fundus image to help building robust and scaled solutions to tackle this urgent diabetes scenario. These results show that the Diavision Portable device had a better performance using GLCM, LBP and SVM, presenting 100% for both evaluation metrics considered. Using Messidor dataset were obtained better performance with VGG16 and SVM, archiving 100% for all metrics. In terms of feature extraction time, the GLCM and VGG16 presented acceptable times, respectively, 17.63ms and 37.87ms. © 2020 IEEE.","Color fundus photographs,Computer aided diagnosis,Deep features,Diabetic,Machine learning,Retinopathy"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85085557642', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85085557642?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085557642&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085557642&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85085557642,SCOPUS_ID:85085557642,2-s2.0-85085557642,"Respiratory diseases, malaria and leishmaniasis: Temporal and spatial association with fire occurrences from knowledge discovery and data mining",Schroeder L.,International Journal of Environmental Research and Public Health,16617827,16604601.0,17,10,,2020-05-05,5 May 2020,10.3390/ijerph17103718,,2,"[{'@_fa': 'true', 'affilname': 'Universidade do Vale do Rio dos Sinos', 'affiliation-city': 'Sao Leopoldo', 'affiliation-country': 'Brazil'}]",32466153.0,Journal,ar,Article,3718,144989,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,"The relationship between the fires occurrences and diseases is an essential issue for making public health policy and environment protecting strategy. Thanks to the Internet, today, we have a huge amount of health data and fire occurrence reports at our disposal. The challenge, therefore, is how to deal with 4 Vs (volume, variety, velocity and veracity) associated with these data. To overcome this problem, in this paper, we propose a method that combines techniques based on Data Mining and Knowledge Discovery from Databases (KDD) to discover spatial and temporal association between diseases and the fire occurrences. Here, the case study was addressed to Malaria, Leishmaniasis and respiratory diseases in Brazil. Instead of losing a lot of time verifying the consistency of the database, the proposed method uses Decision Tree, a machine learning-based supervised classification, to perform a fast management and extract only relevant and strategic information, with the knowledge of how reliable the database is. Namely, States, Biomes and period of the year (months) with the highest rate of fires could be identified with great success rates and in few seconds. Then, the K-means, an unsupervised learning algorithms that solves the well-known clustering problem, is employed to identify the groups of cities where the fire occurrences is more expressive. Finally, the steps associated with KDD is perfomed to extract useful information from mined data. In that case, Spearman’s rank correlation coefficient, a nonparametric measure of rank correlation, is computed to infer the statistical dependence between fire occurrences and those diseases. Moreover, maps are also generated to represent the distribution of the mined data. From the results, it was possible to identify that each region showed a susceptible behaviour to some disease as well as some degree of correlation with fire outbreak, mainly in the drought period. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Big data,Data Mining,Fire,Health,Knowledge Discovery from Databases,Machine learning"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85100493718', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85100493718?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100493718&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100493718&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85100493718,SCOPUS_ID:85100493718,2-s2.0-85100493718,Ensemble classifiers in a serious game for medical students in clinical cases,Silva J.C.P.,PervasiveHealth: Pervasive Computing Technologies for Healthcare,21531633,,Part F166737,,,2020-01-01,2020,10.1145/3401895.3402068,,0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal Rural do Semi-Árido – UFERSA', 'affiliation-city': 'Mossoro', 'affiliation-country': 'Brazil'}]",,Conference Proceeding,cp,Conference Paper,,21100871120,0,False,,,"[{'@_fa': 'true', '$': '9781450377119'}]","In recent years, medical students from Brazil have obtained poor performance in the CREMESP (Regional Medical Council of Saõ Paulo State) exam. Although the most recent assessment shows improvements, they still perform poorly in specialties such as clinical cases, diabetes, and myocardial infarction. In this context, several strategies emerge to improve the teaching and learning of medical students, one of which is serious games. However, there is a problem with trying to train medical students in clinical cases through a game because there are so many diseases, and processing a database containing those diseases is laborious. This paper describes an intelligent module of a serious game for training medical students. This module has a website for data dissemination, management and expansion. The information is made available for serious game through a web service. We used databases of a clinical case, heart disease and diabetes. These databases are rated by the machine learning ensemble classifiers. The smart module was validated by F-measure using percentage division and cross-validation. With the results found, it was provision that the intelligent module can manage the of serious game data, because it has a whole structure for this purpose. © 2020 ACM.","clinical cases,ensemble classifiers,game,machine learning"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85091565274', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85091565274?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091565274&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091565274&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85091565274,SCOPUS_ID:85091565274,2-s2.0-85091565274,Early public research funding response to covid-19 pandemic in brazil,Campo K.N.,Revista da Sociedade Brasileira de Medicina Tropical,00378682,,53,,1-7,2020-01-01,2020,10.1590/0037-8682-0522-2020,,1,"[{'@_fa': 'true', 'affilname': 'Universidade Federal de Goiás', 'affiliation-city': None, 'affiliation-country': 'Brazil'}]",32965457.0,Journal,ar,Article,e20200522,23092,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,"Introduction: This study investigated the role of early public research funding regarding the COVID-19 pandemic in Brazil. Methods: We examined the budget for research projects relating to the number of cases and deaths and the relationship between each federal unit, gross domestic product (GDP) per capita, and the national GDP per capita. Results: Using data from the websites of official funding agencies and the Brazilian government, we found that, in the first four months since the first case in Wuhan, China (December 31, 2019), around US$ 38.3 million were directed to public funding for scientific investigations against the COVID-19 pandemic. However, only 11 out of 27 federal units provided funding during the initial stages of the outbreak, and those that did provide financing were not necessarily the units having the most inhabitants, highest GDP, or the greatest number of cases. The areas of research interest were also identified in the funding documents; the most common topic was “diagnosis” and the least common was “equipment for treatment.” Conclusions: Brazilian researchers had access to funding opportunities for projects against COVID-19. However, strategies to minimize the economic impacts of COVID-19 are crucial in mitigating or avoiding substantial financial and social shortcomings, particularly in terms of an emerging market such as Brazil. © 2020, Sociedade Brasileira de Medicina Tropical. All rights reserved.","Economic development,Health policy,Public health systems research,Public policy,Research and development,Research subsidies,SARS-CoV-2"
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85090952140', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85090952140?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090952140&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090952140&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85090952140,SCOPUS_ID:85090952140,2-s2.0-85090952140,Towards a new epidemiological worldview,Justich Zabala P.R.,Archivos Argentinos de Pediatria,03250075,16683501.0,118,5,300-301,2020-01-01,2020,10.5546/AAP.2020.300,,0,"[{'@_fa': 'true', 'affilname': 'Hospital La Vega', 'affiliation-city': 'Murcia', 'affiliation-country': 'Spain'}]",32924389.0,Journal,no,Note,,14512,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,[No abstract available],
True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85079328556', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85079328556?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079328556&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079328556&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85079328556,SCOPUS_ID:85079328556,2-s2.0-85079328556,"Predictive Risk Analysis for Liver Transplant Patients - EHealth Model under National Liver Transplant Program, Uruguay",Chatterjee P.,"Proceedings of the 2019 IEEE 9th International Conference on Advanced Computing, IACC 2019",,,,,75-80,2019-12-01,December 2019,10.1109/IACC48062.2019.8971514,,0,"[{'@_fa': 'true', 'affilname': 'Universidad Tecnologica Nacional', 'affiliation-city': 'Buenos Aires', 'affiliation-country': 'Argentina'}]",,Conference Proceeding,cp,Conference Paper,8971514,21100946147,0,False,,,"[{'@_fa': 'true', '$': '9781728143927'}]","Recent years have seen a phenomenal change in healthcare paradigms and data analytics clubbed with computational intelligence has been a key player in this field. One of the main objectives of incorporating computational intelligence in healthcare analytics is to obtain better insights about the patients and proffer more efficient treatment. This work is based on liver transplant patients under the National Liver Transplant Program of Uruguay, considering in detail the health parameters of the patients. Applying computational intelligence helped to separate the cohort into clusters, thereby facilitating the efficient risk-group analysis of the patients assessed under the liver transplantation program with respect to their corresponding health parameters, in a predictive pre-transplant perspective. Also this marks the foundation of Clinical Decision Support Systems in liver transplantation, which act as an assistive tool for the medical personnel in getting a deeper insight to patient health data and thanks to the holistic visualization of the healthcare scenario, also help in choosing a more efficient and personalized treatment strategy. © 2019 IEEE.","data analytics,decision support system,Healthcare,liver transplant,prediction,predictive analytics,risk"
