,@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,pubmed-id,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:isbn
24,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092371601', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092371601?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092371601&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092371601&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092371601,SCOPUS_ID:85092371601,2-s2.0-85092371601,Methodologically grounded semantic analysis of large volume of chilean medical literature data applied to the analysis of medical research funding efficiency in Chile,Wolff P.,Journal of Biomedical Semantics,,20411480,11,1,,2020-09-29,29 September 2020,10.1186/s13326-020-00226-w,,0,"[{'@_fa': 'true', 'affilname': 'Universidad de Chile', 'affiliation-city': 'Santiago', 'affiliation-country': 'Chile'}]",32993795,Journal,ar,Article,12,21100316001,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
25,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092255038', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092255038?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092255038&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092255038&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092255038,SCOPUS_ID:85092255038,2-s2.0-85092255038,Evidence-based mapping of the wildland-urban interface to better identify human communities threatened by wildfires,Miranda A.,Environmental Research Letters,17489318,17489326,15,9,,2020-09-01,September 2020,10.1088/1748-9326/ab9be5,,4,"[{'@_fa': 'true', 'affilname': 'Universidad de Chile', 'affiliation-city': 'Santiago', 'affiliation-country': 'Chile'}, {'@_fa': 'true', 'affilname': 'Universidad de la Frontera', 'affiliation-city': 'Temuco', 'affiliation-country': 'Chile'}]",,Journal,ar,Article,094069,5200152632,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
26,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85089203708', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85089203708?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089203708&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089203708&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85089203708,SCOPUS_ID:85089203708,2-s2.0-85089203708,The Peru approach against the COVID-19 infodemic: Insights and strategies,Alvarez-Risco A.,American Journal of Tropical Medicine and Hygiene,00029637,14761645,103,2,583-586,2020-08-01,August 2020,10.4269/ajtmh.20-0536,,38,"[{'@_fa': 'true', 'affilname': 'Universidad de Lima', 'affiliation-city': 'Lima', 'affiliation-country': 'Peru'}]",32500853,Journal,re,Review,,21787,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",
27,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85089127351', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85089127351?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089127351&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089127351&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85089127351,SCOPUS_ID:85089127351,2-s2.0-85089127351,"European Heart Rhythm Association (EHRA)/Heart Rhythm Society (HRS)/Asia Pacific Heart Rhythm Society (APHRS)/Latin American Heart Rhythm Society (LAHRS) expert consensus on risk assessment in cardiac arrhythmias: Use the right tool for the right outcome, in the right population",Nielsen J.C.,Europace,10995129,15322092,22,8,1147-1148,2020-08-01,1 August 2020,10.1093/europace/euaa065,,26,"[{'@_fa': 'true', 'affilname': 'Aarhus Universitetshospital', 'affiliation-city': 'Aarhus', 'affiliation-country': 'Denmark'}]",32538434,Journal,re,Review,,23181,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",
28,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85096311570', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85096311570?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096311570&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096311570&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85096311570,SCOPUS_ID:85096311570,2-s2.0-85096311570,Artificial intelligence and innovation to optimize the tuberculosis diagnostic process,Curioso W.H.,Revista Peruana de Medicina Experimental y Salud Publica,17264634,17264642,37,3,554-558,2020-07-01,July-September 2020,10.17843/rpmesp.2020.373.5585,,1,"[{'@_fa': 'true', 'affilname': 'Universidad Continental, Huancayo', 'affiliation-city': 'Huancayo', 'affiliation-country': 'Peru'}]",33295561,Journal,ar,Article,,19400156818,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
29,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85091140235', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85091140235?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091140235&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091140235&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85091140235,SCOPUS_ID:85091140235,2-s2.0-85091140235,A New strategy for the detection of diabetic retinopathy using a smartphone app and machine learning methods embedded on cloud computer,Alves S.S.A.,Proceedings - IEEE Symposium on Computer-Based Medical Systems,10637125,,2020-July,,542-545,2020-07-01,July 2020,10.1109/CBMS49503.2020.00108,,2,"[{'@_fa': 'true', 'affilname': 'Universidade Federal do Ceará', 'affiliation-city': 'Fortaleza', 'affiliation-country': 'Brazil'}]",,Conference Proceeding,cp,Conference Paper,9183361,23681,0,False,,,"[{'@_fa': 'true', '$': '9781728194295'}]"
30,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85085557642', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85085557642?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085557642&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085557642&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85085557642,SCOPUS_ID:85085557642,2-s2.0-85085557642,"Respiratory diseases, malaria and leishmaniasis: Temporal and spatial association with fire occurrences from knowledge discovery and data mining",Schroeder L.,International Journal of Environmental Research and Public Health,16617827,16604601,17,10,,2020-05-05,5 May 2020,10.3390/ijerph17103718,,2,"[{'@_fa': 'true', 'affilname': 'Universidade do Vale do Rio dos Sinos', 'affiliation-city': 'Sao Leopoldo', 'affiliation-country': 'Brazil'}]",32466153,Journal,ar,Article,3718,144989,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
31,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85100493718', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85100493718?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100493718&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100493718&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85100493718,SCOPUS_ID:85100493718,2-s2.0-85100493718,Ensemble classifiers in a serious game for medical students in clinical cases,Silva J.C.P.,PervasiveHealth: Pervasive Computing Technologies for Healthcare,21531633,,Part F166737,,,2020-01-01,2020,10.1145/3401895.3402068,,0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal Rural do Semi-Árido – UFERSA', 'affiliation-city': 'Mossoro', 'affiliation-country': 'Brazil'}]",,Conference Proceeding,cp,Conference Paper,,21100871120,0,False,,,"[{'@_fa': 'true', '$': '9781450377119'}]"
32,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85091565274', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85091565274?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091565274&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091565274&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85091565274,SCOPUS_ID:85091565274,2-s2.0-85091565274,Early public research funding response to covid-19 pandemic in brazil,Campo K.N.,Revista da Sociedade Brasileira de Medicina Tropical,00378682,,53,,1-7,2020-01-01,2020,10.1590/0037-8682-0522-2020,,1,"[{'@_fa': 'true', 'affilname': 'Universidade Federal de Goiás', 'affiliation-city': None, 'affiliation-country': 'Brazil'}]",32965457,Journal,ar,Article,e20200522,23092,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
33,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85090952140', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85090952140?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090952140&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090952140&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85090952140,SCOPUS_ID:85090952140,2-s2.0-85090952140,Towards a new epidemiological worldview,Justich Zabala P.R.,Archivos Argentinos de Pediatria,03250075,16683501,118,5,300-301,2020-01-01,2020,10.5546/AAP.2020.300,,0,"[{'@_fa': 'true', 'affilname': 'Hospital La Vega', 'affiliation-city': 'Murcia', 'affiliation-country': 'Spain'}]",32924389,Journal,no,Note,,14512,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",
34,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85079328556', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85079328556?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079328556&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079328556&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85079328556,SCOPUS_ID:85079328556,2-s2.0-85079328556,"Predictive Risk Analysis for Liver Transplant Patients - EHealth Model under National Liver Transplant Program, Uruguay",Chatterjee P.,"Proceedings of the 2019 IEEE 9th International Conference on Advanced Computing, IACC 2019",,,,,75-80,2019-12-01,December 2019,10.1109/IACC48062.2019.8971514,,0,"[{'@_fa': 'true', 'affilname': 'Universidad Tecnologica Nacional', 'affiliation-city': 'Buenos Aires', 'affiliation-country': 'Argentina'}]",,Conference Proceeding,cp,Conference Paper,8971514,21100946147,0,False,,,"[{'@_fa': 'true', '$': '9781728143927'}]"
35,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076583475', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076583475?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076583475&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076583475&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076583475,SCOPUS_ID:85076583475,2-s2.0-85076583475,Assessing the field of health policy and systems research using symposium abstract submissions and machine learning techniques,MacArayan E.K.,Health Policy and Planning,02681080,14602237,34,10,721-731,2019-12-01,1 December 2019,10.1093/heapol/czz086,,2,"[{'@_fa': 'true', 'affilname': 'University of the Philippines Open University', 'affiliation-city': 'Laguna', 'affiliation-country': 'Philippines'}, {'@_fa': 'true', 'affilname': 'Harvard T.H. Chan School of Public Health', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Health Systems Global', 'affiliation-city': 'Bern', 'affiliation-country': 'Switzerland'}]",31550374,Journal,ar,Article,,21308,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",
36,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076611670', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076611670?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076611670&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076611670&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076611670,SCOPUS_ID:85076611670,2-s2.0-85076611670,Zika virus: Prediction of Aedes Mosquito Larvae Occurrence in Recife (Brazil) using online extreme learning machine and neural networks,Rubio-Solis A.,PervasiveHealth: Pervasive Computing Technologies for Healthcare,21531633,,,,101-110,2019-11-20,20 November 2019,10.1145/3357729.3357738,,4,"[{'@_fa': 'true', 'affilname': 'Center for Engineering and Industrial Development- CIDESI', 'affiliation-city': 'Mexico City', 'affiliation-country': 'Mexico'}]",,Conference Proceeding,cp,Conference Paper,,21100871120,0,False,,,"[{'@_fa': 'true', '$': '9781450372084'}]"
37,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85079344900', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85079344900?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079344900&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079344900&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85079344900,SCOPUS_ID:85079344900,2-s2.0-85079344900,Data acquisition and control architecture for intelligent robotic exoskeletons in rehabilitation,Velez-Guerrero M.A.,"2019 7th E-Health and Bioengineering Conference, EHB 2019",,,,,,2019-11-01,November 2019,10.1109/EHB47216.2019.8970015,,2,"[{'@_fa': 'true', 'affilname': 'Universidad Pedagógica y Tecnológica de Colombia', 'affiliation-city': 'Tunja', 'affiliation-country': 'Colombia'}]",,Conference Proceeding,cp,Conference Paper,8970015,21100946108,0,False,,,"[{'@_fa': 'true', '$': '9781728126036'}]"
38,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074071630', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074071630?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074071630&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074071630&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85074071630,SCOPUS_ID:85074071630,2-s2.0-85074071630,ICU staffing feature phenotypes and their relationship with patients’ outcomes: an unsupervised machine learning analysis,Zampieri F.G.,Intensive Care Medicine,03424642,14321238,45,11,1599-1607,2019-11-01,1 November 2019,10.1007/s00134-019-05790-z,,10,"[{'@_fa': 'true', 'affilname': 'Hospital do Coração (HCor)', 'affiliation-city': 'Sao Paulo', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'D’Or Institute for Research and Education', 'affiliation-city': 'Rio de Janeiro', 'affiliation-country': 'Brazil'}]",31595349,Journal,ar,Article,,14719,0,False,,,
39,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85068537443', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85068537443?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068537443&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068537443&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85068537443,SCOPUS_ID:85068537443,2-s2.0-85068537443,A novel integrated molecular and serological analysis method to predict new cases of leprosy amongst household contacts,Gama R.S.,PLoS Neglected Tropical Diseases,19352727,19352735,13,6,,2019-06-01,June 2019,10.1371/journal.pntd.0007400,,9,"[{'@_fa': 'true', 'affilname': 'Universidade Vale do Rio Doce', 'affiliation-city': 'Governador Valadares', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Universidade Federal de Juiz de Fora', 'affiliation-city': 'Juiz de Fora', 'affiliation-country': 'Brazil'}]",31181059,Journal,ar,Article,e0007400,11900154404,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
40,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85065426332', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85065426332?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065426332&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065426332&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0167923619300739'}",https://api.elsevier.com/content/abstract/scopus_id/85065426332,SCOPUS_ID:85065426332,2-s2.0-85065426332,Analytics meets port logistics: A decision support system for container stacking operations,Maldonado S.,Decision Support Systems,01679236,,121,,84-93,2019-06-01,June 2019,10.1016/j.dss.2019.04.006,S0167923619300739,14,"[{'@_fa': 'true', 'affilname': 'Universidad de los Andes, Chile', 'affiliation-city': 'Santiago', 'affiliation-country': 'Chile'}]",,Journal,ar,Article,,21933,0,False,,,
41,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85068391764', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85068391764?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068391764&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068391764&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85068391764,SCOPUS_ID:85068391764,2-s2.0-85068391764,A fuzzy cognitive map (FCM) as a learning model for early prognosis of seasonal related virus diseases in tropical regions,Pelaez E.,"2019 6th International Conference on eDemocracy and eGovernment, ICEDEG 2019",,,,,150-156,2019-04-01,April 2019,10.1109/ICEDEG.2019.8734354,,0,"[{'@_fa': 'true', 'affilname': 'Escuela Superior Politecnica del Litoral Ecuador', 'affiliation-city': 'Guayaquil', 'affiliation-country': 'Ecuador'}]",,Conference Proceeding,cp,Conference Paper,8734354,21100914872,0,False,,,"[{'@_fa': 'true', '$': '9781728117041'}]"
42,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85029495123', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85029495123?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029495123&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029495123&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0925231217315230'}",https://api.elsevier.com/content/abstract/scopus_id/85029495123,SCOPUS_ID:85029495123,2-s2.0-85029495123,Triage prediction in pediatric patients with respiratory problems,Garmendia A.,Neurocomputing,09252312,18728286,326-327,,161-167,2019-01-31,31 January 2019,10.1016/j.neucom.2017.01.122,S0925231217315230,2,"[{'@_fa': 'true', 'affilname': 'Universidad del Pais Vasco', 'affiliation-city': 'Leioa', 'affiliation-country': 'Spain'}]",,Journal,ar,Article,,24807,0,False,,,
43,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85047244084', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85047244084?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047244084&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047244084&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0001706X17312111'}",https://api.elsevier.com/content/abstract/scopus_id/85047244084,SCOPUS_ID:85047244084,2-s2.0-85047244084,Modeling Dengue vector population using remotely sensed data and machine learning,Scavuzzo J.,Acta Tropica,0001706X,18736254,185,,167-175,2018-09-01,September 2018,10.1016/j.actatropica.2018.05.003,S0001706X17312111,42,"[{'@_fa': 'true', 'affilname': 'Universidad Nacional de Córdoba', 'affiliation-city': 'Cordoba', 'affiliation-country': 'Argentina'}]",29777650,Journal,ar,Article,,21288,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",
44,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85055906134', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85055906134?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055906134&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055906134&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85055906134,SCOPUS_ID:85055906134,2-s2.0-85055906134,Tracking antibiotic resistance gene pollution from different sources using machine-learning classification,Li L.,Microbiome,,20492618,6,1,93,2018-05-24,24 May 2018,10.1186/s40168-018-0480-x,,48,"[{'@_fa': 'true', 'affilname': 'The University of Hong Kong', 'affiliation-city': 'Pokfulam', 'affiliation-country': 'Hong Kong'}]",29793542,Journal,ar,Article,,21100401152,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
45,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85041384523', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85041384523?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041384523&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041384523&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0169260717312361'}",https://api.elsevier.com/content/abstract/scopus_id/85041384523,SCOPUS_ID:85041384523,2-s2.0-85041384523,Tuberculosis diagnosis support analysis for precarious health information systems,Orjuela-Cañón A.D.,Computer Methods and Programs in Biomedicine,01692607,18727565,157,,11-17,2018-04-01,April 2018,10.1016/j.cmpb.2018.01.009,S0169260717312361,5,"[{'@_fa': 'true', 'affilname': 'Universidad Antonio Nariño', 'affiliation-city': 'Bogota', 'affiliation-country': 'Colombia'}]",29477418,Journal,ar,Article,,23604,0,False,,,
46,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85057530751', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85057530751?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057530751&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057530751&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85057530751,SCOPUS_ID:85057530751,2-s2.0-85057530751,Overachieving municipalities in public health: A Machine-learning Approach,Porto Chiavegatto Filho A.D.,Epidemiology,10443983,15315487,29,6,836-840,2018-01-01,2018,10.1097/EDE.0000000000000919,,2,"[{'@_fa': 'true', 'affilname': 'Harvard T.H. Chan School of Public Health', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Universidade de São Paulo', 'affiliation-city': 'Sao Paulo', 'affiliation-country': 'Brazil'}]",30212386,Journal,ar,Article,,20717,0,False,,,
47,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85039786287', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85039786287?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85039786287&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85039786287&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85039786287,SCOPUS_ID:85039786287,2-s2.0-85039786287,Estimating the causal impact of proximity to gold and copper mines on respiratory diseases in Chilean children: An application of targeted maximum likelihood estimation,Herrera R.,International Journal of Environmental Research and Public Health,16617827,16604601,15,1,,2018-01-01,January 2018,10.3390/ijerph15010039,,5,"[{'@_fa': 'true', 'affilname': 'Ludwig-Maximilians-Universität München', 'affiliation-city': 'Munich', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Klinikum der Universität München', 'affiliation-city': 'Munich', 'affiliation-country': 'Germany'}]",29280971,Journal,ar,Article,39,144989,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
48,true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85029576985', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85029576985?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029576985&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029576985&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0169260717300986'}",https://api.elsevier.com/content/abstract/scopus_id/85029576985,SCOPUS_ID:85029576985,2-s2.0-85029576985,Development and validation of various phenotyping algorithms for Diabetes Mellitus using data from electronic health records,Esteban S.,Computer Methods and Programs in Biomedicine,01692607,18727565,152,,53-70,2017-12-01,December 2017,10.1016/j.cmpb.2017.09.009,S0169260717300986,9,"[{'@_fa': 'true', 'affilname': 'Instituto Universitario del Hospital Italiano de Buenos Aires', 'affiliation-city': 'Buenos Aires', 'affiliation-country': 'Argentina'}]",29054261,Journal,ar,Article,,23604,0,False,,,
