,id,abstract,keywords
20,SCOPUS_ID:85086805577,"This study aimed to understand the perception of drought among farmers, in order to support decision-making in the water allocation process. This study was carried out in the Tabuleiro de Russas irrigated perimeter, in northeast Brazil, over the drought period of 2012-2018. Two analyses were conducted: (i) drought characterization, using the Standardized Precipitation Index (SPI) based on drought duration and frequency criteria; and (ii) analysis of farmers' perceptions of drought via selection of explanatory variables using the Random Forest (RF) and the Decision Tree (DT) methods. The 2012-2018 drought period was defined as a meteorological phenomenon by local farmers; however, an SPI evaluation indicated that the drought was of a hydrological nature. According to the RF analysis, four of the nine study variables were more statistically important than the others in influencing farmers' perception of drought: number of cultivated land plots, farmer's age, years of experience in the agriculture sector, and education level. These results were confirmed using DT analysis. Understanding the relationship between these variables and farmers' perception of drought could aid in the development of an adaptation strategy to water deficit scenarios. Farmers' perception can be beneficial in reducing conflicts, adopting proactive management practices, and developing a holistic and efficient early warning drought system. © 2020 by the authors.","Decision Tree,Drought perception,Irrigated agriculture,Machine learning,Random Forest,Standardized Precipitation Index,Water resource management"
21,SCOPUS_ID:85077645916,"Soybean yield predictions in Brazil are of great interest for market behavior, to drive governmental policies and to increase global food security. In Brazil soybean yield data generally demand various revisions through the following months after harvest suggesting that there is space for improving the accuracy and the time of yield predictions. This study presents a novel model to perform in-season (“near real-time”) soybean yield forecasts in southern Brazil using Long-Short Term Memory (LSTM), Neural Networks, satellite imagery and weather data. The objectives of this study were to: (i) compare the performance of three different algorithms (multivariate OLS linear regression, random forest and LSTM neural networks) for forecasting soybean yield using NDVI, EVI, land surface temperature and precipitation as independent variables, and (ii) evaluate how early (during the soybean growing season) this method is able to forecast yield with reasonable accuracy. Satellite and weather data were masked using a non-crop-specific layer with field boundaries obtained from the Rural Environment Registry that is mandatory for all farmers in Brazil. Main outcomes from this study were: (i) soybean yield forecasts at municipality-scale with a mean absolute error (MAE) of 0.24 Mg ha−1 at DOY 64 (march 5) (ii) a superior performance of the LSTM neural networks relative to the other algorithms for all the forecast dates except DOY 16 where multivariate OLS linear regression provided the best performance, and (iii) model performance (e.g., MAE) for yield forecast decreased when predictions were performed earlier in the season, with MAE increasing from 0.24 Mg ha−1 to 0.42 Mg ha−1 (last values from OLS regression) when forecast timing changed from DOY 64 (March 5) to DOY 16 (January 6). This research portrays the benefits of integrating statistical techniques, remote sensing, weather to field survey data in order to perform more reliable in-season soybean yield forecasts. © 2019 Elsevier B.V.","Deep learning,Long-Short Term Memory,Satellite imagery,Yield forecast"
22,SCOPUS_ID:85098562427,"Accurate forecasts of cotton yield are of great interest for the development of the market, increasing the sustainability of the sector worldwide. Thus, the objectives of this study were: 1) to evaluate the influence of climatic elements on cotton yield in Brazil, 2) to predict cotton yield using machine learning algorithms based on climatic elements, 3) to calibrate and test machine learning models to forecast cotton yield based on climate data, and 4) to interpolate the estimated cotton yield of the most accurate model. The cotton yield forecast as a function of climatic elements was performed using machine learning algorithms with four parameters adjusted by ordinary least squares. The models show that cotton yield has a sigmoid trend due to the accumulation of P, PET, STO, and EXC during the cycle. It is possible to forecast cotton yield for the main producing regions of Brazil using Machine learning algorithms. Extra-trees regressor models performed better in forecasting cotton yield using climatic data from planting to flowering. Therefore, it is possible to have average anticipation of around 80 days, allowing the producer time to plan his activities such as harvest and sales strategies. © 2020 Informa UK Limited, trading as Taylor & Francis Group.","Artificial intelligence,bigdata,cop modelling,deep learning,random forest,water balance"
23,SCOPUS_ID:85091127328,"With agriculture rapidly becoming a data-driven field, it is imperative to extract useful information from large data collections to optimize the production systems. We compared the efficacy of regression (linear regression or generalized linear regression [GLR] for continuous or categorical outcomes, respectively), random forests (RF) and multilayer neural networks (NN) to predict beef carcass weight (CW), age when finished (AS), fat deposition (FD), and carcass quality (CQ). The data analyzed contained information on over 4 million beef cattle from 5,204 farms, corresponding to 4.3% of Brazil's national production between 2014 and 2016. Explanatory variables were integrated from different data sources and encompassed animal traits, participation in a technical advising program, nutritional products sold to farms, economic variables related to beef production, month when finished, soil fertility, and climate in the location in which animals were raised. The training set was composed of information collected in 2014 and 2015, while the testing set had information recorded in 2016. After parameter tuning for each algorithm, models were used to predict the testing set. The best model to predict CW and AS was RF (CW: Predicted root mean square error = 0.65, R2 = 0.61, and mean absolute error = 0.49; AS: Accuracy = 28.7%, Cohen's kappa coefficient [Kappa] = 0.08). While the best approach for FD and CQ was GLR (accuracy = 45.7%, Kappa = 0.05, and accuracy = 58.7%, Kappa = 0.09, respectively). Across all models, there was a tendency for better performance with RF and regression and worse with NN. Animal category, nutritional plan, cattle sales price, participation in a technical advising program, and climate and soil in which animals were raised were deemed important for prediction of meat production and quality with regression and RF. The development of strategies for prediction of livestock production using real-world large-scale data will be core to projecting future trends and optimizing the allocation of resources at all levels of the production chain, rendering animal production more sustainable. Despite beef cattle production being a complex system, this analysis shows that by integrating different sources of data it is possible to forecast meat production and quality at the national level with moderate-high levels of accuracy. © The Author(s) 2020.","Beef,Brazil,Forecasting,Large scale data,Machine learning"
24,SCOPUS_ID:85071887541,"Portable X-ray fluorescence (pXRF) spectrometry is becoming increasingly popular for predicting soil properties worldwide. However, there are still very few works on this subject under tropical conditions. Therefore, the objectives of this study were to use pXRF data to characterize the Brazilian Coastal Plains (BCP) soils and assess four machine learning algorithms [ordinary least squares regression (OLS), cubist regression (CR), XGBoost (XGB), and random forest (RF)] for prediction of total nitrogen (TN), cation exchange capacity (CEC), and soil organic matter (SOM) using pXRF data. A total of 285 soil samples were collected from the A and B horizons representing Ultisols, Oxisols, Spodosols, and Entisols. The pXRF reported elements helped in the characterization of the BCP soils. In general, the RF model achieved the best performances for TN (R2 = 0.50), CEC (0.75), and SOM (0.56) when A and B horizons were combined, although better results have been reported in the literature for soils from other regions of the world. The results reported here for the BCP soils represent alternatives for reducing costs and time needed for assessing such data, supporting agronomic and environmental strategies. © 2019 Elsevier B.V.","Cation exchange capacity,Cohesive soils,Kaolinitic soils,Machine learning algorithms,Soil organic matter,Total nitrogen"
25,SCOPUS_ID:85072779763,"Irrigated agriculture is the human activity responsible for the highest consumption of water from the environment. The evapotranspiration represents, in practice, the consumption of water by a culture and the quantitative information of this parameter assists in a large number of water management problems. By employing spatial interpolation methods, one can determine evapotranspiration in places where there is no information of this parameter. This work evaluates algorithms for spatial interpolation of evapotranspiration data in terms of precision and performance. It compares conventional strategies as the Inverse Distance Weighting (IDW) and Ordinary Kriging (OK), and machine learning strategies, represented by the Random Forest (RF) and a Random Forest variation for spatial predictions (RFsp). The evaluation uses data of evapotranspiration from automatic meteorological stations located in the northeast region of Brazil, in January 2017. The leave-one-out cross-validation method was used to compare the precision of each interpolation algorithm. The results showed that RF obtained better results for the estimation of the reference evapotranspiration than conventional approaches, coming to reduce to roughly half the error obtained. Despite to resolve blocky artifacts present in RF spatial distribution, RFsp did not present better results than RF, obtaining a very similar performance to IDW and OK. Concerning computational performance, IDW obtained the shortest time to create the interpolation model. The IDW also obtained the smallest prediction times. © 2019 Elsevier B.V.","Agrometeorology,Evapotranspiration,Machine learning,Spatial interpolation"
26,SCOPUS_ID:85073429951,"In the last decades, eucalypt plantations are expanding across the Brazilian savanna, one of the most frequently burned ecosystems in the world. Wildfires are one of the main threats to forest plantations, causing economic and environmental loss. Modeling wildfire occurrence provides a better understanding of the processes that drive fire activity. Furthermore, the use of spatially explicit models may promote more effective management strategies and support fire prevention policies. In this work, we assessed wildfire occurrence combining Random Forest (RF) algorithms and cluster analysis to predict and detect changes in the spatial pattern of ignition probability over time. The model was trained using several explanatory drivers related to fire ignition: accessibility, proximity to agricultural lands or human activities, among others. Specifically, we introduced the progression of eucalypt plantations on a two-year basis to capture the influence of land cover changes over fire likelihood consistently. Fire occurrences in the period 2010-2016 were retrieved from the Brazilian Institute of Space Research (INPE) database. In terms of the AUC (area under the Receiver Operating Characteristic curve), the model denoted fairly good predictive accuracy (AUC ≈ 0.72). Results suggested that fire occurrence was mainly linked to proximity agricultural and to urban interfaces. Eucalypt plantation contributed to increased wildfire likelihood and denoted fairly high importance as an explanatory variable (17% increase of Mean Square Error [MSE]). Nevertheless, agriculture and urban interfaces proved to be the main drivers, contributing to decreasing the RF's MSE in 42% and 38%, respectively. Furthermore, eucalypt plantations expansion is progressing over clusters of high wildfire likelihood, thus increasing the exposure to wildfire events for young eucalypt plantations and nearby areas. Protective measures should be focus on in the mapped Hot Spot zones in order to mitigate the exposure to fire events and to contribute for an efficient initial suppression rather than costly firefighting. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","Brazilian savanna,Eucalypt plantation,Machine learning,Modeling,Spatial pattern,Wildfire occurrence"
27,SCOPUS_ID:85044256964,"Examples of large-scale restoration programs to recover ecosystem services are now common in many countries, and governments are assuming ambitious forest restoration targets. Given the increasing investment of time, effort, and money in restoration, there is an urgent need to develop monitoring programs to assess restoration effectiveness. Some countries are already conducting monitoring programs, but the effectiveness of the restoration programs remains mostly unknown. Restoration evaluation often entails significant difficulties, such as the lack of harmonized monitoring data and imprecise information available about project goals and implementation. With the intent of contributing to the development of effective and accountable restoration projects, the objective of our work is to create a conceptual model that provides the building blocks of a planning and monitoring system to support forest restoration programs. The aim is to develop a conceptual model that represents forest restoration monitoring processes that effectively attain and measure the desirable outcomes. The São Paulo Forest Restoration Program is the case study that provides variables and processes to illustrate the development of the conceptual model. This paper presents the conceptual model, emphasizing generalizable principles that extend its applicability to similar monitoring programs. Based on action learning principles and recommendations from a comprehensive literature review, the resulting Forest Management Decisions Support System (FMDSS) embeds adaptive management strategies and the existence of an auto-updatable knowledge base. The result is a conceptual model that can be generalizable and applicable beyond the realms of the FMDSS. The restoration of degraded areas in a case with >40,000 rural properties serves as the case study. Although the planning and the monitoring of the restoration programs differ, the generalizable principles used to develop the conceptual model presented in this paper result in continuous intelligent monitoring processes that transform the systems so that they are adaptable to apparently different situations. Additionally, conceptual models that integrate adaptive planning and monitoring processes, supported by an auto-updatable knowledge base, mitigate the risk of failures, mainly when the comprehensive gathering of well-established references for the initial knowledge base has been conducted well at the outset. © 2018 Elsevier B.V.","Adaptive management,Forest management decision support system,Forest restoration,Integrated forest planning"
28,SCOPUS_ID:85078715789,"This research presents a method for the creation of business profiles of export companies in the city of Barranquilla - Colombia. The method is supported by the development of unsupervised data learning techniques, Principal Component Analysis and Cluster analysis. The database used corresponds to primary financial information of 107 companies registered in the Chamber of Commerce of Barranquilla. First, a review of the context of global and local exports is presented. Next, the analysis of components allowed the creation of new uncorrelated variables and the joint visualization of variables in a two-dimensional space. Subsequently, the cluster analysis of the companies was interpreted in the cluster analysis according to the financial items studied. The work shows that the methodology employed allows identifying the type of service that an enterprise needs to achieve the best levels of performance, which in turns facilitates the implementation of development plans and of public and private policies of business promotion. © 2019 Centro de Informacion Tecnologica. All rights reserved.","Business intelligence,Competitiveness,Exporting companies,Principal components,Unsupervised learning"
29,SCOPUS_ID:85054060337,"Historically, the expansion of soy plantations has been a major driver of land-use/cover change (LUCC) in Brazil. While a series of recent public actions and supply-chain commitments reportedly curbed the replacement of forests by soy, the expansion of the agricultural commodity still poses a considerable threat to the Amazonian and Cerrado biomes. Identification of areas under high risk of soy expansion is thus paramount to assist conservation efforts in the region. We mapped the areas suitable for undergoing transition to soy plantations in the Legal Amazon with a machine-learning approach adopted from the ecological modeling literature. Simulated soy expansion for the year 2014 exhibited favorable validation scores compared to other LUCC models. We then used our model to simulate how potential future infrastructure improvements would affect the 2014 probabilities of soy occurrence in the region. In addition to the 2.3 Mha of planted soy in the Legal Amazon in 2014, our model identified another 14.7 Mha with high probability of soy conversion in the region given the infrastructure conditions at that time. Out of those, pastures and forests represented 9.8 and 0.4 Mha, respectively. Under the new infrastructure scenarios simulated, the Legal Amazonian area under high risk of soy conversion increased by up to 2.1 Mha (14.6%). These changes led to up to 11.4 and 51.4% increases in the high-risk of conversion areas of pastures and forests, respectively. If conversion occurs in the identified high-risk areas, at least 4.8 Pg of CO2 could be released into the atmosphere, a value that represents 10 times the total CO2 emissions of Brazil in 2014. Our results highlight the importance of targeting conservation policies and enforcement actions, including the Soy Moratorium, to mitigate future forest cover loss associated with infrastructure improvements in the region. © 2018 by the authors.","Agricultural commodity,Cerrado,Deforestation,Infrastructure improvements,Land-use/cover change modeling,MaxEnt,Tropical conservation"
30,SCOPUS_ID:85047244084,"Mosquitoes are vectors of many human diseases. In particular, Aedes ægypti (Linnaeus) is the main vector for Chikungunya, Dengue, and Zika viruses in Latin America and it represents a global threat. Public health policies that aim at combating this vector require dependable and timely information, which is usually expensive to obtain with field campaigns. For this reason, several efforts have been done to use remote sensing due to its reduced cost. The present work includes the temporal modeling of the oviposition activity (measured weekly on 50 ovitraps in a north Argentinean city) of Aedes ægypti (Linnaeus), based on time series of data extracted from operational earth observation satellite images. We use are NDVI, NDWI, LST night, LST day and TRMM-GPM rain from 2012 to 2016 as predictive variables. In contrast to previous works which use linear models, we employ Machine Learning techniques using completely accessible open source toolkits. These models have the advantages of being non-parametric and capable of describing nonlinear relationships between variables. Specifically, in addition to two linear approaches, we assess a support vector machine, an artificial neural networks, a K-nearest neighbors and a decision tree regressor. Considerations are made on parameter tuning and the validation and training approach. The results are compared to linear models used in previous works with similar data sets for generating temporal predictive models. These new tools perform better than linear approaches, in particular nearest neighbor regression (KNNR) performs the best. These results provide better alternatives to be implemented operatively on the Argentine geospatial risk system that is running since 2012. © 2018 Elsevier B.V.","Aedes ægypti (Linnaeus),Dengue population,Machine learning,Remote sensing,Time series"
31,SCOPUS_ID:85042640779,"Artificial intelligence may represent an efficient strategy for simulation and optimization of important processes in agriculture. The main goal of the study is to propose the use of artificial intelligence, namely artificial neural networks and genetic algorithms, respectively, in the simulation of oat grain yield and optimization of seeding density, considering the main succession systems of southern Brazil. The study was conducted in a randomized complete block design with four replicates, following a 4 × 2 factorial scheme, for seeding densities (100, 300, 600 and 900 seeds m−2) and oat cultivars (Brisasul and URS Taura), in succession systems of corn/oats and soybean/oats. A multi-layered artificial neural network and a genetic algorithm were implemented in Java programming language, and the results obtained from this implementation were compared with traditional polynomial regression. The use of artificial intelligence through neural networks and genetic algorithms allows the efficient simulation of oat grain yield and better optimization of seeding density in comparison to polynomial regression, considering the main succession systems in southern Brazil. © 2018, Departamento de Engenharia Agricola - UFCG/Cnpq. All rights reserved.","Artificial neural networks,Avena sativa,Genetic algorithms,Innovation"
32,SCOPUS_ID:85033360591,"As the world’s population grows to a projected 11.2 billion by 2100, the number of people living in low-lying areas exposed to coastal hazards is projected to increase. Critical infrastructure and valuable assets continue to be placed in vulnerable areas, and in recent years, millions of people have been displaced by natural hazards. Impacts from coastal hazards depend on the number of people, value of assets, and presence of critical resources in harm’s way. Risks related to natural hazards are determined by a complex interaction between physical hazards, the vulnerability of a society or social-ecological system and its exposure to such hazards. Moreover, these risks are amplified by challenging socioeconomic dynamics, including poorly planned urban development, income inequality, and poverty. This study employs a combination of machine learning clustering techniques (Self Organizing Maps and K-Means) and a spatial index, to assess coastal risks in Latin America and the Caribbean (LAC) on a comparative scale. The proposed method meets multiple objectives, including the identification of hotspots and key drivers of coastal risk, and the ability to process large-volume multidimensional and multivariate datasets, effectively reducing sixteen variables related to coastal hazards, geographic exposure, and socioeconomic vulnerability, into a single index. Our results demonstrate that in LAC, more than 500,000 people live in areas where coastal hazards, exposure (of people, assets and ecosystems) and poverty converge, creating the ideal conditions for a perfect storm. Hotspot locations of coastal risk, identified by the proposed Comparative Coastal Risk Index (CCRI), contain more than 300,00 people and include: El Oro, Ecuador; Sinaloa, Mexico; Usulutan, El Salvador; and Chiapas, Mexico. Our results provide important insights into potential adaptation alternatives that could reduce the impacts of future hazards. Effective adaptation options must not only focus on developing coastal defenses, but also on improving practices and policies related to urban development, agricultural land use, and conservation, as well as ameliorating socioeconomic conditions. © 2017 Calil et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
33,SCOPUS_ID:85020285344,"History matching is the process of modifying the uncertain attributes of a reservoir model to reproduce the real reservoir performance. It is a classical reservoir engineering problem and plays an important role in reservoir management since the resulting models are used to support decisions in other tasks such as economic analysis and production strategy. This work introduces a dynamic decision-making optimization framework for history matching problems in which new models are generated based on, and guided by, the dynamic analysis of the data of available solutions. The optimization framework follows a learning-from-data' approach, and includes two optimizer components that use machine learning techniques, such as unsupervised learning and statistical analysis, to uncover patterns of input attributes that lead to good output responses. These patterns are used to support the decision-making process while generating new, and better, history matched solutions. The proposed framework is applied to a benchmark model (UNISIM-I-H) based on the Namorado field in Brazil. Results show the potential the dynamic decision-making optimization framework has for improving the quality of history matching solutions using a substantial smaller number of simulations when compared with a previous work on the same benchmark. © 2017 Cavalcante et al.This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
34,SCOPUS_ID:85015045215,"Integrated water resource management (IWRM) is facing great challenges due to growing uncertainties caused by climate change (CC), rapid socio-economic and technological changes, and population growth. In the present study, we have developed different indices to assess the availability of water using an IWRM approach. These indices evaluate supply to demands, surface availability, groundwater availability, reservoirs, and environmental flow. Moreover, reliability, resilience, and vulnerability were determined. Sustainability index (SI) and sustainability index by groups (SG) were determined based on the five indices (all indices vary from 0 to 1). The impacts of climate change affect surface and groundwater availability, as do the agricultural, urban, and industrial requirements on the different supplies. We used the generalized AQUATOOL Decision Support System Shell (DSSS) to evaluate the IWRM in the Rio Grande Basin (Morelia, México). Various emission scenarios from representative concentration pathways (RCPs) were applied to the basin for the years 2015-2039 and 2075-2099. The results indicate increases in agricultural and urban demand, and decreases in surface runoff, as well as groundwater recharge. The proposed indices are useful for different approaches (decision-makers, water policy, and drought risks, among others). CC significantly affects the different proposed indices and indicates a decrease of the SI, SG1, and SG2 (i.e., less availability). For example, we found that SG2 decreased from 0.812 to 0.195 under the RCP 8.5 2075-2099 scenario, and SG2 equal to 0.252 and 0.326 for the RCP 6.0 2075-2099 and RCP 4.5 2070-2099 scenarios, respectively (values close to 0 indicate worst drought conditions). © 2017 by the authors. Licensee MDPI, Basel, Switzerland.","Climate uncertainty,Integrated water resources management,Sustainability indexes,Water management planning tools,Water scarcity"
35,SCOPUS_ID:85009100595,"Water is one of the most important factors influencing crop production in rainfed cropping systems. In tropical regions, supplemental irrigation reduces the risk of yield losses associated to water deficit due to insufficient rainfall. The negative effects of water deficit in regions with irregularities in rainfall may be minimized with the use of supplemental irrigation, a technique based on the application of water at amounts below the crop's evapotranspiration (ETc). We investigated the potential of supplemental irrigation as a strategy to increase yield of maize grown under tropical conditions. We used the CSM-CERES-Maize model of the Decision Support System for Agrotechnology Transfer (DSSAT) to simulate irrigation strategies of maize in six counties in the state of Minas Gerais, Brazil. Our results indicate significant differences on simulated crop yield in response to water. Our results also indicate improves on water productivity in some locations with 10% and 15% less water than that from full irrigation.","Deficit irrigation,DSSAT,Water productivity,Zea mays L"
36,SCOPUS_ID:85007418208,"The objective of this work was to evaluate different strategies for the prediction of soil class distribution on digital soil maps of areas without reference data, in the sedimentary basin of San Francisco, in the north of the state of Minas Gerais, Brazil. The strategies included: Taxonomic generalization, training by field observations, training set expansion, and the use of different data mining algorithms. Four matrices were developed, differentiated by the volume of data for machine learning and by soil taxonomic levels to be predicted. The performance of the machine learning algorithms-Random Forest, J48, and MLP-, associated with discretization, class balancing, variable selection, and expansion of the training set was evaluated. Class balancing, variable discretization by equal frequencies, and the Random Forest algorithm showed the best performances. The representativeness extension of field observations, that assumes a larger training area, brought no predictive gain. Soil taxonomic generalization to the suborder level reduces the fragmentation of mapped polygons and improves the accuracy of digital soil maps. When generated by training on in situ soil observations at the mapping area, digital soil maps are as accurate as those trained on preexistent maps.","Classification algorithms,Digital soil map,Predictive variables of the terrain,Soil map accuracy"
37,SCOPUS_ID:84906903435,"Among several streamflow forecasting techniques, data-driven models (DDMs) are widely used. They employ a database formed by historical input (precipitation and streamflow) and output (streamflow) variables to perform the prediction. Artificial neural networks (ANNs) are the most common types of DDMs, and are typically more accurate than other empirical models, but have the disadvantage of not being sufficiently transparent. One of the machine-learning methods that do not have this problem is the so-called ""instance-based learning"" (IBL). The KNN algorithm is an example of IBL. This research applies and proposes variations of the KNN model in order to forecast streamflows in a river of the state of Sergipe, Brazil. The results are compared to simulations carried out by the use of artificial neural networks and indicate the superiority of the ANNs, but also show satisfactory forecasts of the KNN.","Artificial intelligence,Data mining,Hydrological forecasting"
38,SCOPUS_ID:84881653832,"Maize produced under rainfed conditions is a common practice in Brazil. Crops under this production system are highly affected by the inherent annual and intra-seasonal weather variability, especially dry spells, that affect productivity. One of the simplest strategies with virtually no cost to mitigate this problem is the determination of a sowing window that minimizes the negative effects of weather variability on rainfed agriculture. The objectives of this study were to: a) use the results of maize yield simulated with a process-based model to establish sowing windows and, b) compare our results with the current methodology employed by the Brazilian Ministry of Agriculture (MAPA). The CSM-CERES-Maize model of the Decision Support System for Agrotechnology Transfer (DSSAT) was used to simulate scenarios of weekly sowing dates, under rainfed conditions, for selected counties of Minas Gerais State, Brazil. For each sowing date it was determined the yield break by comparing the average yield of the current sowing date with the highest average yield obtained from all sowing dates. Thus, each sowing date was associated with a risk of yield loss. The use of simulated yield break data to establish sowing windows produced consistent results. The sowing windows obtained from the simulations were slightly different from those proposed by MAPA. The use of process-based models to simulate crop yield allows for the integration of many factors not considered in the current crop zoning approach used by MAPA. The proposed approach has advantages over the MAPA methodology in that it includes the possibility of determining the expected average yield and its amplitude.","Climate risk,DSSAT,Modeling,Sowing window,Zea mays L."
